normalized_title,representative_title,first_seen_issue,issue_count,occurrence_count,best_confidence,source_kinds,game_id,first_seen_year,last_seen_issue,last_seen_year,alias_count,alias_titles,legacy_normalized_titles,observed_content_kinds,observed_content_forms,content_class,cleanup_flags,merge_confidence,match_status,match_confidence,canonical_title,canonical_slug,entity_type,release_year,wikipedia_url,wikidata_id,wikidata_url,categories,genres,themes,rating_value,rating_scale,rating_count,rating_source,rating_url,metadata_sources,match_action,match_notes,data_quality_score
chaos space 2,Chaos Space 2,CBS032009DVD,1,1,high,disc-metadata-value,chaosspace2,2009,CBS032009DVD,2009,1,Chaos Space 2,chaos space 2,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chat room,CHAT ROOM,CBS012005DVD,1,1,high,disc-metadata-value,chatroom,2005,CBS012005DVD,2005,1,CHAT ROOM,chat room,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chicken invaders,Chicken Invaders,CBS082007DVDBonus,1,1,high,disc-metadata-value,chickeninvaders,2007,CBS082007DVDBonus,2007,1,Chicken Invaders,chicken invaders,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chicken shoot,Chicken Shoot,CBS022005DVD,1,1,high,disc-metadata-value,chickenshoot,2005,CBS022005DVD,2005,1,Chicken Shoot,chicken shoot,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chicken shoot 2,Chicken Shoot 2,CBS072005DVD,1,1,high,disc-metadata-value,chickenshoot2,2005,CBS072005DVD,2005,1,Chicken Shoot 2,chicken shoot 2,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
children of the nile,Children of the Nile,CBS122004DVD,1,1,high,disc-metadata-value,childrenofthenile,2004,CBS122004DVD,2004,1,Children of the Nile,children of the nile,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
christmas bound,Christmas Bound,CBS012005DVD,2,2,high,disc-metadata-value,christmasbound,2005,CBS082007DVDBonus,2007,1,Christmas Bound,christmas bound,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chromehounds,Chromehounds,CBS092006DVD,2,2,high,disc-metadata-value,chromehounds,2006,CBS102006DVD,2006,1,Chromehounds,chromehounds,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chrome specforce,Chrome Specforce,CBS052008DVDGold,1,1,high,disc-metadata-value,chromespecforce,2008,CBS052008DVDGold,2008,1,Chrome Specforce,chrome specforce,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chromium bsu,Chromium BSU,CBS082007DVDBonus,1,1,high,disc-metadata-value,chromiumbsu,2007,CBS082007DVDBonus,2007,1,Chromium BSU,chromium bsu,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
chronicles of spellborn,Chronicles of Spellborn,CBS032009DVDGold,1,1,high,disc-metadata-value,chroniclesofspellborn,2009,CBS032009DVDGold,2009,1,Chronicles of Spellborn,chronicles of spellborn,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
cities online,cities online,CBS102009DVD,1,1,high,disc-metadata-value,citiesonline,2009,CBS102009DVD,2009,1,cities online,cities online,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
city life,City Life,CBS032006DVD,3,3,high,disc-metadata-value,citylife,2006,CBS112006DVD,2006,1,City Life,city life,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
city life and update auf city life 2008,City Life & Update auf City Life 2008,CBS072008DVD,1,2,high,disc-metadata-value,citylifeandupdateaufcitylife2008,2008,CBS072008DVD,2008,1,City Life & Update auf City Life 2008,city life auf city life2008,unknown,game_title,game,manual_token_repair,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
city life edition,City Life Edition,CBS032008DVDGold,1,1,high,disc-metadata-value,citylifeedition,2008,CBS032008DVDGold,2008,1,City Life Edition,city life,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
city mining,City Mining,CBS082007DVDBonus,1,1,high,disc-metadata-value,citymining,2007,CBS082007DVDBonus,2007,1,City Mining,city mining,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
city of villains,City of Villains,CBS012006DVD,1,1,high,disc-metadata-value,cityofvillains,2006,CBS012006DVD,2006,1,City of Villains,city of villains,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
civilization,Civilization,CBS072006DVD,1,1,high,disc-metadata-value,civilization,2006,CBS072006DVD,2006,1,Civilizationv,civilizationv,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
civilization 4,Civilization 4,CBS022006DVD,2,2,high,disc-metadata-value,civilization4,2006,CBS032006DVD,2006,2,Civilization 4; Civilization 4 v,civilization 4; civilization 4v,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
civilization 4 beyond the sword,Civilization 4 Beyond the Sword,CBS092008DVD,1,2,high,disc-metadata-value,civilization4beyondthesword,2008,CBS092008DVD,2008,1,Civilization 4 Beyond the Sword v 3,civilization 4 beyond the sword v 3,unknown,game_title,game,split_compound_token; stripped_version_suffix,medium,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,46
clever,Clever,CBS022009DVD,1,1,high,disc-metadata-value,clever,2009,CBS022009DVD,2009,1,Clever,clever,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
click clack xl,Click Clack XL,CBS092006DVD,1,1,high,disc-metadata-value,clickclackxl,2006,CBS092006DVD,2006,1,Click Clack XL,click clack xl,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
clickomania,Clickomania,CBS082007DVDBonus,1,1,high,disc-metadata-value,clickomania,2007,CBS082007DVDBonus,2007,1,Clickomania,clickomania,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
clive barker s jericho,Clive Barker's Jericho,CBS072007DVD,1,1,high,disc-metadata-value,clivebarkersjericho,2007,CBS072007DVD,2007,1,Clive Barkers Jericho,clive barkers jericho,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,Clive Barker's Jericho,clive-barker-s-jericho,game,2007,https://en.wikipedia.org/wiki/Clive_Barker%27s_Jericho,Q867999,https://www.wikidata.org/wiki/Q867999,shooter,first-person shooter; video game with LGBT character,,71/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,95
clonk planet,Clonk Planet,CBS112005DVD,2,2,high,disc-metadata-value,clonkplanet,2005,CBS082007DVDBonus,2007,1,Clonk Planet,clonk planet,unknown,game_title,game,,high,matched,high,Clonk Planet,clonk-planet,game,,,Q117971736,https://www.wikidata.org/wiki/Q117971736,other,,,,,,,,wikidata,retained_best_alias_match,canonical_title_backfilled_from_local_title; raw_qid_title_backfill_candidate; wikidata_only_match,83
club football 2005,Club Football 2005,CBS122004DVD,1,1,high,disc-metadata-value,clubfootball2005,2004,CBS122004DVD,2004,1,Club Football 2005,club football2005,unknown,game_title,game,,high,matched,high,Club Football 2005,club-football-2005,game,,,Q60884809,https://www.wikidata.org/wiki/Q60884809,sports,sports video game,,,,,,,wikidata,retained_best_alias_match,canonical_title_backfilled_from_local_title; raw_qid_title_backfill_candidate; wikidata_only_match,83
clusterball,Clusterball,CBS012001,1,1,high,vollversion-fullversion,clusterball,2001,CBS012001,2001,1,Clusterball,clusterball,full_version,full_version_game,game,,high,matched,high,Clusterball,clusterball,game,,https://en.wikipedia.org/wiki/Clusterball,Q5136708,https://www.wikidata.org/wiki/Q5136708,other,,,,,,,,wikidata,retained_best_alias_match,,88
codename panzers,Codename Panzers,CBS122004DVD,2,2,high,disc-metadata-value,codenamepanzers,2004,CBS022006DVD,2006,2,Codename Panzers; Codename Panzers v 1 06,codename panzers; codename panzers v 1 06,unknown,game_title,game,stripped_version_suffix,high,matched,high,Codename: Panzers – Phase One,codename-panzers-phase-one,game,2004,https://en.wikipedia.org/wiki/Codename%3A_Panzers_%E2%80%93_Phase_One,Q1105711,https://www.wikidata.org/wiki/Q1105711,strategy,real-time tactics,,,,,,,wikidata,retained_best_alias_match,,92
codename panzers 2,Codename Panzers 2,CBS122005DVD,1,1,high,disc-metadata-value,codenamepanzers2,2005,CBS122005DVD,2005,1,Codename Panzers 2 v 1,codename panzers 2v 1,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
codename panzers cold war,Codename: Panzers – Cold War,CBS052009DVDGold,1,1,high,disc-metadata-value,codenamepanzerscoldwar,2009,CBS052009DVDGold,2009,1,Codename Panzers - Cold War,codename panzers cold war,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,Codename: Panzers – Cold War,codename-panzers-cold-war,game,2009,https://en.wikipedia.org/wiki/Codename%3A_Panzers_%E2%80%93_Cold_War,Q3682037,https://www.wikidata.org/wiki/Q3682037,strategy,real-time strategy,,69/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,95
codename panzers ph,Codename Panzers Ph,CBS082005DVD,1,1,high,disc-metadata-value,codenamepanzersph,2005,CBS082005DVD,2005,1,Codename Panzers Ph,codename panzers ph,unknown,game_title,game,,high,matched,high,Codename: Panzers – Phase Two,codename-panzers-phase-two,game,2005,https://en.wikipedia.org/wiki/Codename%3A_Panzers_%E2%80%93_Phase_Two,Q721172,https://www.wikidata.org/wiki/Q721172,strategy,real-time strategy,,,,,,,wikidata,retained_best_alias_match,,92
codename panzers phase 2,Codename Panzers Phase 2,CBS102005DVD,2,3,high,disc-metadata-value,codenamepanzersphase2,2005,CBS032008DVD,2008,1,Codename Panzers Phase 2,codename panzers phase 2,unknown,game_title,game,stripped_version_suffix,high,matched,high,Codename: Panzers – Phase Two,codename-panzers-phase-two,game,2005,https://en.wikipedia.org/wiki/Codename%3A_Panzers_%E2%80%93_Phase_Two,Q721172,https://www.wikidata.org/wiki/Q721172,strategy,real-time strategy,,,,,,,wikidata,retained_best_alias_match,,92
cold blood,Cold Blood,CBS052005DVD,1,1,high,disc-manifest-path; disc-metadata-value,coldblood,2005,CBS052005DVD,2005,1,Cold Blood,cold blood,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
cold war,Cold War,CBS012006DVD,1,1,high,disc-metadata-value,coldwar,2006,CBS012006DVD,2006,1,Cold War,cold war,unknown,game_title,game,,high,matched,high,Cold War (video game),cold-war-video-game,game,2005,https://en.wikipedia.org/wiki/Cold_War_%28video_game%29,Q3500987,https://www.wikidata.org/wiki/Q3500987,other,stealth game,,,,,,,wikidata,retained_best_alias_match,,92
cold war crisis 1,Cold War Crisis 1,CBS112008DVD,1,1,high,disc-metadata-value,coldwarcrisis1,2008,CBS112008DVD,2008,1,Cold War Crisis 1,cold war crisis 1,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
cold zero the last stand,Cold Zero The Last Stand,CBS012005DVD,1,1,high,disc-metadata-value,coldzerothelaststand,2005,CBS012005DVD,2005,1,Cold Zero The Last Stand,cold zero the last stand,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
colin mcrae dirt,Colin McRae: Dirt,CBS072007DVD,4,4,high,disc-metadata-value,colinmcraedirt,2007,CBS012008DVDSonder,2008,2,Colin Mc Rae Dirt; Colin Mc Rae Dirtv11,colin mc rae dirt; colin mc rae dirtv11,unknown,game_title,game,stripped_version_suffix; display_title_backfilled_from_canonical,high,matched,high,Colin McRae: Dirt,colin-mcrae-dirt,game,2007,https://en.wikipedia.org/wiki/Colin_McRae%3A_Dirt,Q532178,https://www.wikidata.org/wiki/Q532178,racing,racing video game,,83/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,95
colin mcrae rally 2005,Colin McRae Rally 2005,CBS112004DVD,1,1,high,disc-metadata-value,colinmcraerally2005,2004,CBS112004DVD,2004,1,Colin Mc Rae Rally 2005,colin mc rae rally2005,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,Colin McRae Rally 2005,colin-mcrae-rally-2005,game,2004,https://en.wikipedia.org/wiki/Colin_McRae_Rally_2005,Q2982637,https://www.wikidata.org/wiki/Q2982637,racing,rally racing video game,,,,,,,wikidata,retained_best_alias_match,,92
combat flight simulator,Combat Flight Simulator,CBS032005DVD,1,1,high,disc-metadata-value,combatflightsimulator,2005,CBS032005DVD,2005,1,Combat Flight Simulator,combat flight simulator,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
combat wings battleof britain,Combat Wings Battleof Britain,CBS012007DVD,1,1,high,disc-metadata-value,combatwingsbattleofbritain,2007,CBS012007DVD,2007,1,Combat Wings Battleof Britain,combat wings battleof britain,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
command and conquer,Command and Conquer,CBS102008DVD,1,2,high,disc-metadata-value,commandandconquer,2008,CBS102008DVD,2008,1,Command and Conquer,command and conquer,unknown,game_title,game,split_compound_token,medium,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,51
command and conquer 3 tiberium wars,Command & Conquer 3 Tiberium Wars,CBS122007DVD,1,1,high,disc-metadata-value,commandandconquer3tiberiumwars,2007,CBS122007DVD,2007,1,Command & Conquer 3 Tiberium Wars v 1 0,command conquer 3 tiberium wars v 1 0,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
command and conquer 3 tiberium wars kane,Command & Conquer 3 Tiberium Wars Kane,CBS092007DVD,1,2,high,disc-metadata-value,commandandconquer3tiberiumwarskane,2007,CBS092007DVD,2007,1,Command Conquer3 Tiberium Wars Kanev105,command conquer3 tiberium wars kanev105,unknown,game_title,game,manual_token_repair; stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
command and conquer 3 tiberium wars kane edition,Command & Conquer 3 Tiberium Wars Kane Edition,CBS122007DVD,1,1,high,disc-metadata-value,commandandconquer3tiberiumwarskaneedition,2007,CBS122007DVD,2007,1,Command & Conquer 3 Tiberium Wars Kane Edition,command conquer 3 tiberium wars kane,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
command and conquer 3 tiberium wars sd kv 20,Command & Conquer 3 Tiberium Wars SD Kv 20,CBS122007DVD,1,1,high,disc-metadata-value,commandandconquer3tiberiumwarssdkv20,2007,CBS122007DVD,2007,1,Command Conquer3 Tiberium Wars SDKv20,command conquer3 tiberium wars sdkv20,unknown,game_title,game,manual_token_repair,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
command and conquer 3 tiberium wars standard,Command & Conquer 3 Tiberium Wars Standard,CBS092007DVD,1,2,high,disc-metadata-value,commandandconquer3tiberiumwarsstandard,2007,CBS092007DVD,2007,1,Command Conquer3 Tiberium Wars Standardv105,command conquer3 tiberium wars standardv105,unknown,game_title,game,manual_token_repair; stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
command and conquer 3 tiberium wars standard edition,Command & Conquer 3 Tiberium Wars Standard Edition,CBS122007DVD,1,1,high,disc-metadata-value,commandandconquer3tiberiumwarsstandardedition,2007,CBS122007DVD,2007,1,Command & Conquer 3 Tiberium Wars Standard Edition,command conquer 3 tiberium wars standard,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
command and conquer alarmstufe rot 3,Command & Conquer: Alarmstufe Rot 3,CBS022009DVD,2,2,high,disc-metadata-value,commandandconqueralarmstuferot3,2009,CBS022009DVDGold,2009,2,Command & Conquer - Alarmstufe Rot 3 v 1; Command & Conquer Alarmstufe Rot 3,command conquer alarmstufe rot 3; command conquer alarmstufe rot 3v 1,unknown,game_title,game,stripped_version_suffix; display_title_backfilled_from_canonical,medium,matched,high,Command & Conquer: Alarmstufe Rot 3,command-and-conquer-alarmstufe-rot-3,game,2008,https://de.wikipedia.org/wiki/Command_%26_Conquer%3A_Alarmstufe_Rot_3,Q746351,https://www.wikidata.org/wiki/Q746351,strategy,real-time strategy,,84/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,90
